Series Name	Series Code	Country Name	Country Code	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Serbia	SRB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10	11.5	12.2	11.6	10.9	8.9	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Seychelles	SYC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3.1	..	..	..	..	1.1
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Sierra Leone	SLE	..	..	..	..	..	..	..	..	..	88.8	..	..	..	..	..	..	..	82.6	..	..	..	..	..	..	76
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Slovak Republic	SVK	..	..	..	..	..	..	..	..	..	..	0.7	0.4	0.8	0.9	0.8	0.9	0.8	0.7	0.7	0.8	1.2	1	1.8	..	1
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Slovenia	SVN	..	..	..	..	..	..	..	..	..	..	0.2	0.2	0.1	0.1	0	0	0	0	0	0.1	0	0	0	0	0
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	73	..	..	..	..	..	..	58.1	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	South Africa	ZAF	..	..	55.8	..	..	..	53.2	..	..	..	..	48.4	..	..	36.8	..	35.6	..	..	..	37.3	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	67	..	..	..	..	..	..	91.6	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Spain	ESP	..	1.7	..	..	..	..	0.7	..	..	1.2	1.3	1.1	1.1	0.7	0.9	1.1	1.1	1.7	1.6	1.7	1.5	1.5	1.7	1.1	1.3
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Sri Lanka	LKA	..	42.7	..	..	..	..	..	..	37.8	..	..	..	25.7	..	..	19.9	..	..	16.2	..	..	..	11	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	St. Lucia	LCA	..	62.2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10.2	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Sudan	SDN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	42	..	..	..	..	44	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Suriname	SUR	..	..	..	..	..	34.2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Sweden	SWE	..	0.5	..	..	..	..	0	..	..	0.4	0.5	1.2	0.5	0.5	0.7	0.6	0.7	0.8	0.5	0.8	0.6	0.8	0.5	0.3	0.9
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Switzerland	CHE	..	..	..	..	..	..	0.2	..	0	..	..	..	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0.1	0	0
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Syrian Arab Republic	SYR	..	..	16.8	..	..	..	..	..	..	10.2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Tajikistan	TJK	..	..	..	..	..	85	..	..	..	63.3	45.1	..	..	31.1	..	22.4	..	..	..	..	..	17.8	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Tanzania	TZA	..	..	..	..	..	..	96.3	..	..	..	..	..	..	83.8	..	..	..	79.5	..	..	..	..	..	76.8	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Thailand	THA	19.2	..	15	..	14.3	18.1	18.3	..	11.8	..	8.7	..	6.1	4.3	3.4	2.9	2.4	1.3	1.4	1.1	0.9	0.5	0.6	0.4	0.5
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Timor-Leste	TLS	..	..	..	..	..	..	..	69.9	..	..	..	..	..	77.3	..	..	..	..	..	..	65.9	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Togo	TGO	..	..	..	..	..	..	..	..	..	..	..	..	78.3	..	..	..	..	75.9	..	..	..	74.2	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Tonga	TON	..	..	..	..	..	..	7.9	..	..	..	..	..	..	..	..	8.9	..	..	..	..	..	7.5	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Trinidad and Tobago	TTO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Tunisia	TUN	..	31.7	..	..	..	..	22.9	..	..	..	..	15.2	..	..	..	..	9.2	..	..	..	..	3	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Turkey	TUR	14.2	..	..	..	..	..	..	..	12	14.5	9.7	9.4	7.9	6.4	5.5	4.6	4.3	4	3.1	2.7	2.1	2.4	1.6	1.5	1.4
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Turkmenistan	TKM	..	..	..	..	75.4	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Tuvalu	TUV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17.6	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Uganda	UGA	..	..	86.2	..	..	87.4	..	..	85.2	..	..	80.2	..	..	..	73.5	..	..	67.3	..	..	..	69.6	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Ukraine	UKR	..	18.7	20.8	..	..	..	..	..	10.3	6	4.8	2.2	1.4	0.9	0.3	0.5	0.2	0.2	0.2	0.1	0.1	0.5	0.4	0.3	0.4
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	United Kingdom	GBR	0.5	1.2	..	..	..	0.5	0.5	0.5	0.5	0.5	0.6	0.8	0.4	0.5	0.5	0.3	0.3	0.5	0.2	0.2	0.3	0.3	0.3	0.5	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	United States	USA	0.7	0.7	0.7	0.7	1	0.7	0.7	1	1	1.2	1.2	1.2	1.2	1.2	1.2	1	1.2	1.2	1.2	1.2	1.5	1.2	1.2	1.5	1.2
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Uruguay	URY	..	2.1	2.3	2.1	2.1	..	2.1	2.5	3.3	4.4	5.8	4.7	3.7	3	1.8	1.8	1.3	1	1.1	0.9	0.7	0.7	0.6	0.4	0.4
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Uzbekistan	UZB	..	..	..	..	65.3	..	86.5	..	85.6	86.2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Vanuatu	VUT	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	39.4	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Venezuela, RB	VEN	..	21.9	..	..	21.6	24.7	..	22.1	30.9	36.4	30.7	24.4	14.3	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Vietnam	VNM	..	..	..	68.7	..	..	..	..	70.1	..	59.3	..	50.6	..	45.9	..	16.8	..	13	..	11	..	7.8	..	6.6
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	West Bank and Gaza	PSE	..	..	..	..	..	..	..	..	..	..	4.8	5	3.9	7.4	..	2.6	3.2	3	..	..	..	..	4.5	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Yemen, Rep.	YEM	..	..	..	..	26.9	..	..	..	..	..	..	37.7	..	..	..	..	..	..	..	..	51.2	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Zambia	ZMB	..	..	66.5	..	67	..	..	..	78.1	..	76.5	..	78.9	..	..	..	80.8	..	..	..	..	75.4	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Zimbabwe	ZWE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	47.2	..	..	..	..	..	61	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	East Asia & Pacific	EAS	76.3	73.2	70.1	69.2	69.2	66.6	63.6	61.1	56.6	53.5	49.8	44.6	42.9	39.1	37	34.2	30	25.9	23.1	16.9	14.5	11.9	10.3	8.4	7.1
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Europe & Central Asia	ECS	20.1	17.5	18.1	15.7	16.1	21.5	18.8	16.9	15	14.3	12.2	11.5	9.8	8.5	7.3	6.9	6.8	6.4	6.1	5.6	5.7	5.3	4.7	4.6	4.2
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Fragile and conflict affected situations	FCS	..	74.5	73.9	72.8	..	71.3	..	70	69.8	71.3	68.3	67	65.4	64.2	63.4	62.7	61.4	60.6	59.2	59	58.3	61.2	61.5	61.8	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	High income	HIC	..	..	1.8	..	..	1.1	..	..	1.1	..	..	1	..	..	0.8	..	0.9	0.9	0.9	0.9	..	0.9	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	IDA countries classified as fragile situations	DFS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	IDA total	IDA	79.1	78	76.7	76.4	76.7	76.8	77.1	76.5	76.3	76	73.7	71.5	70.3	68.8	67.5	66.6	65	63.7	61.8	61.2	59.7	59.7	59	57.8	56.4
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Latin America & Caribbean	LCN	26.9	27.4	29.4	27.9	26.6	27.2	25.1	25	24.7	24.1	22.3	20.8	17.8	16.6	15.7	14.9	13.6	12.6	11.7	10.8	10.3	9.8	9.6	9.3	9.2
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Low & middle income	LMY	66.1	64.7	63.4	62.7	62.4	61.8	60.1	58.9	57.1	56	53.7	51	49.6	47.6	46.3	45	42.4	39.4	37.6	34.7	33.1	31.7	30.4	29	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Low income	LIC	..	82.2	81.6	81.1	81.1	81.3	80.8	79.8	79.7	79.8	77.8	76.3	75.5	74.5	73.3	73.2	72.5	72.5	71.7	71.5	71.6	72.6	72.5	71.9	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Lower middle income	LMC	73.1	72.6	71.4	..	..	..	..	..	69.6	68.7	67.4	65.8	64.7	63.2	62.1	60.8	57.7	54	51.9	50	47.8	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Middle East & North Africa	MEA	28.4	29.2	28.6	26.8	23.3	21.5	20.5	19.8	20.1	22.8	19.9	18.9	18	17.3	16.7	15.3	13.8	13.4	12.9	12.6	13.3	15.4	16.5	18.3	19.9
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Middle income	MIC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	South Asia	SAS	80.5	79.5	78.2	..	..	..	..	..	76.4	75.7	74.4	72.5	71.6	70	69	67.9	64.9	60.1	57.6	55.1	52.4	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Sub-Saharan Africa	SSF	79.7	79.4	78.8	78.7	79	79.1	79.1	78.5	78	78.2	76.8	75.7	74.7	73.9	73.1	73	72	70.8	69.6	69.3	68.5	68.2	68.1	67.3	66.7
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Upper middle income	UMC	58.1	55.9	54.1	53.1	52.7	51.2	48.3	46.2	42.7	40.8	37.4	33.4	31.5	28.5	26.9	25	22.5	19.3	17.3	12.8	11.1	9.4	8.4	7.1	6.3
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	World	WLD	54.1	52.9	52	51.4	51.2	50.8	49.6	48.6	47.2	46.3	44.5	42.3	41.2	39.5	38.5	37.4	35.3	32.9	31.4	29	27.7	26.5	25.4	24.3	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Afghanistan	AFG	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Albania	ALB	..	..	44.6	..	..	..	..	..	49.7	..	..	38.5	..	..	31.1	..	..	..	34.5	..	37	34.3	34.2	33.8	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Algeria	DZA	..	54.6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	28.6	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Angola	AGO	..	..	..	..	..	..	80.5	..	..	..	..	..	..	..	82.9	..	..	..	..	..	..	..	..	..	88.5
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Argentina	ARG	20.6	24.6	26.3	25.1	27.9	28.5	31.5	36.9	49.9	33.7	29.2	25	20.3	19.2	17.1	15.6	14.1	11.6	10.7	10.8	11.8	..	11.5	9.9	12.3
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Armenia	ARM	..	..	..	..	..	78.2	..	81	79.7	78.9	68.1	61.3	55.9	48.4	45.5	54.3	55	51.3	48.3	46.1	44.9	39.8	37.5	41.5	42.5
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Australia	AUS	..	1.7	..	..	..	..	..	1.3	..	1.5	1	..	..	..	0.7	..	0.7	..	..	..	0.7	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Austria	AUT	0.7	2	..	0.7	..	..	0.2	..	..	0.6	0.3	0.4	0.4	0.7	0.9	1	0.8	1	1	0.6	0.7	0.9	1.2	0.7	1
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Azerbaijan	AZE	..	61.3	..	..	..	..	..	52	16.2	17.5	13.9	7	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Bangladesh	BGD	..	92.6	..	..	..	..	91.5	..	..	..	..	89.2	..	..	..	..	87.6	..	..	..	..	..	84.2	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Belarus	BLR	..	..	..	..	76.9	72	65.9	50	42.7	39.1	27.4	17.1	11.7	7.6	5.5	5.1	3.6	2.7	1.2	0.7	0.4	0.9	0.8	0.8	0.4
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Belgium	BEL	..	1	..	0.7	..	..	0.7	..	..	0.7	0.2	0.5	0.4	0.3	0.3	0.3	0.4	0.5	0.4	0.4	0.2	0.2	0.2	0.4	0.2
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Belize	BLZ	52.2	..	57.7	57.8	56.1	51.1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Benin	BEN	..	..	..	..	..	..	..	..	..	93.8	..	..	..	..	..	..	..	90.1	..	..	..	90.6	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Bhutan	BTN	..	..	..	..	..	..	..	..	..	73	..	..	..	61.6	..	..	..	..	44.3	..	..	..	..	38.9	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Bolivia	BOL	..	..	..	52.4	..	54.7	62	57.3	59.2	..	52.8	51.9	47.9	46.3	39	34.6	..	27.9	28	25.8	24.8	25.4	25.9	25.7	23.4
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Bosnia and Herzegovina	BIH	..	..	..	..	..	..	..	8.6	..	..	4	..	..	2.8	..	..	..	3.8	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Botswana	BWA	..	..	..	..	..	..	..	..	65.3	..	..	..	..	..	..	55.8	..	..	..	..	..	59.1	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Brazil	BRA	..	45	45.5	45.5	44.5	45.8	..	41.1	40.3	41.5	40.1	37.9	34	31.9	28.7	27.3	..	23.8	21.1	19.3	17.6	18.6	20	20.2	19.8
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Bulgaria	BGR	..	..	..	..	..	..	..	..	..	..	..	..	24	12.2	9.1	9	11.4	11.9	11.6	11.5	9.1	12.4	9.4	7.9	6.9
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Burkina Faso	BFA	97.2	..	..	..	96.3	..	..	..	..	93.1	..	..	..	..	..	94.2	..	..	..	..	92.3	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Burundi	BDI	..	..	..	..	98	..	..	..	..	..	..	..	98.4	..	..	..	..	..	..	96.9	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Cabo Verde	CPV	..	..	..	..	..	..	..	63.4	..	..	..	..	..	53.7	..	..	..	..	..	..	..	41.3	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Cambodia	KHM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Cameroon	CMR	..	..	89.1	..	..	..	..	80.9	..	..	..	..	..	81.4	..	..	..	..	..	..	71	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Canada	CAN	0.5	..	..	1	1	..	0.7	..	..	..	0.7	..	..	0.5	..	..	0.5	..	0.7	0.7	0.7	0.7	0.7	0.7	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Central African Republic	CAF	..	..	..	..	..	..	..	..	..	..	..	..	..	..	92.7	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Chad	TCD	..	..	..	..	..	..	..	..	..	95.2	..	..	..	..	..	..	..	86.2	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Chile	CHL	36.5	..	30.8	..	28.6	..	30.4	..	..	29.8	..	..	19.2	..	..	15.2	..	12	..	6.6	..	5.1	..	3.6	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	China	CHN	..	..	92.3	..	..	88.9	..	..	80.6	..	..	70.5	..	..	60.7	..	53.5	49.2	44.4	36.4	31.5	27.2	24	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Colombia	COL	..	..	55.5	..	..	58.9	54.1	61.4	52.3	51.6	51.4	47.5	..	..	42.8	41.4	38.5	35.7	34.3	32.2	30	29	28.7	28.1	28.2
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Comoros	COM	..	..	..	..	..	..	..	..	..	..	64.6	..	..	..	..	..	..	..	..	..	64.6	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Congo, Dem. Rep.	COD	..	..	..	..	..	..	..	..	..	..	99.7	..	..	..	..	..	..	..	97.9	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Congo, Rep.	COG	..	..	..	..	..	..	..	..	..	..	..	90.1	..	..	..	..	..	83.9	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Costa Rica	CRI	30.9	32.2	35.6	33.1	27.8	30.6	30.5	23.7	22.9	22.4	23.1	21	20.5	16.3	15.9	15.6	13.2	13.7	12.7	12.8	12.3	12	10.8	9.9	11.2
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Cote d'Ivoire	CIV	..	79.7	..	..	82.9	..	..	..	81.9	..	..	..	..	..	82	..	..	..	..	..	..	83.2	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Croatia	HRV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4.5	5.8	6.9	6.8	6.7	5.8	5	4.1	3.6	2.4
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Cyprus	CYP	..	..	..	..	..	..	..	..	..	..	0.2	0.1	0	0.1	0	0.1	0.2	0.1	0.1	0.2	0.3	0.1	0.1	0.1	0.1
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Czech Republic	CZE	..	..	1.2	..	..	..	..	..	0.5	..	1	0.6	0.6	0.5	0.3	0.6	0.7	0.6	0.6	0.5	0.6	0.3	0.6	0.4	0.2
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Denmark	DNK	..	0.2	..	..	..	..	0.2	..	..	0.4	0.4	0.5	0.3	0.5	0.7	0.9	0.2	0.6	0.2	0.6	0.7	0.4	0.4	0.2	0.3
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Djibouti	DJI	..	..	..	..	..	..	..	..	76.7	..	..	..	..	..	..	..	..	..	68.1	74.5	..	..	..	70.2	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Dominican Republic	DOM	..	..	32	29.6	..	..	30.2	30.1	30.6	38.5	45.8	36.8	33.7	33.4	34.5	31.7	31.8	31	30.8	29.9	25.2	21.8	19.9	15.9	13.9
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Ecuador	ECU	60.9	..	..	..	..	63.4	72.7	..	..	53.8	54.9	46.5	41.4	40.5	38.4	38.3	34.5	30.2	27.6	27.2	23.8	24.8	24	23.3	24.2
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Egypt, Arab Rep.	EGY	..	81.8	..	..	..	70.4	..	..	..	..	77.7	..	..	..	77.4	..	70.5	..	67.7	..	..	64.4	..	72.6	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	El Salvador	SLV	..	51.4	53	..	52.5	50.4	45.1	46.9	47	47.8	45.6	45.5	42.8	39.6	43.8	43.5	42.1	42.1	39.5	35.6	35.5	32.6	31.4	29.5	26.3
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Equatorial Guinea	GNQ	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Eritrea	ERI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Estonia	EST	..	..	..	..	..	..	..	..	..	12.1	8.2	5.5	3.1	2.3	2.2	2.9	3.9	3.4	3.5	3.5	3	1.8	1.4	1	0.8
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Eswatini	SWZ	97.1	..	..	..	..	..	85.4	..	..	..	..	..	..	..	..	82.3	..	..	..	..	..	..	72	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Ethiopia	ETH	..	96.2	..	..	..	97.5	..	..	..	..	95.8	..	..	..	..	..	93.6	..	..	..	..	90.2	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Fiji	FJI	..	..	..	..	..	..	..	..	42.3	..	..	..	..	..	37.3	..	..	..	..	35.8	..	..	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Finland	FIN	..	0.2	..	..	..	..	0.2	..	..	0.2	0.1	0.2	0.2	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.2	0.1	0.2
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	France	FRA	0.2	..	..	..	..	..	0.2	..	..	0.4	0.2	0.2	0.2	0.1	0.1	0.3	0.3	0.2	0.3	0.2	0.1	0.3	0.2	0.1	0.1
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Gabon	GAB	..	..	..	..	..	..	..	..	..	..	..	56.1	..	..	..	..	..	..	..	..	..	..	..	32.2	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Gambia, The	GMB	..	..	..	..	95.2	..	..	..	..	87.3	..	..	..	..	..	..	80.7	..	..	..	..	72.7	..	..	..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	Georgia	GEO	..	..	40.6	64.5	64.3	71.8	73.5	76.1	62.8	62.4	58.8	61.3	62.2	64.5	60	59.9	60.8	59	54.9	49.5	45.7	44.8	43.3	43	42.5
